PDB-ID
3POU
2ZFG
3K1B
6ENE
1BT9
1HXU
1GFM
1GFN
1GFO
1GFP
1GFQ
1HXT
1HXX
6ZHP
3POQ
6ZHV
5O77
2K0L
3QRA
3O0E
1QJ8
5O78
1MPF
3HW9
3HWB
4D5U
4GCQ
4GCS
4LSH
8C7L
3K19
1OPF
3FYX
4LSF
3QRC
2JMM
2OMF
4KR4
4KR8
2ZLD
4GCP
4LSE
5NUQ
1BXW
1QJP
4KRA
4RLC
3POX
4LSI
5NUO
7NST
5NUR
7NSU
3NSG
6WTZ
7FDY
5NUP
5JIR
4JFB
4JML
5OYK
6EHF
1A87
6EHC
6EHB
6EHD
6EHE
2XG6
2XE1
3UU2
3UPG
2XE2
2XE3
2J1N
5O79
7JZ3
2XE5
8I8X
5O9C
8I8R
3NB3
2J4U
5FVN
6RCP
5OYK
6EHF
6EHC
6EHB
6EHD
6EHE
2ZLE
3ZRX
4A8D
3ZRW
2WPR
2WPS
2WPQ
3W20
3W21
2YNY
2YNZ
2YO0
2YO2
3ZMF
2YO1
2YO3
4YOM
4YNZ
4DAM
3NZZ
3O00
3O01
3O02
5VXJ
2J0N
2IZP
2JAA
2J0O
2J9T
2YM9
3R9V
3TUL
2YM0
7RYE
2IXR
8V7Q
3NFT
5VXK
5VXL
5VXM
4D3E
3ZQB
8V7S
3ZQE
8V5C
8V5E
2P7N
3U0C
5WKQ
3TUL
5WKQ
3U0C
3GZ1
3GZ2
3GYZ
3NZZ
3O00
3O01
3O02
3LYQ
6KEA
3LXR
3GCG
3LW8
3LWN
6X65
6X66
7MUD
6X62
7MUC
7MUQ
7MUS
7MUV
7MUW
7MUY
3CYQ
3IMP
4G88
3TD4
3TD5
3TD3
4G4Y
4G4Z
5M38
6JFW
5EAZ
2K0L
4B5C
3CYP
7BBA
5VES
5LKW
5N2C
3KHN
4ERH
3S0H
2JMM
1QJP
4B62
1R1M
3LDT
5WTP
3S03
3WPX
3WPW
5NHX
4PWT
4RHA
1BXW
1G90
2MQE
5EB0
3S02
3OON
7RJJ
5Y40
5U1H
2AIZ
4ZHV
2N48
4ZHW
4G4V
5O68
6TOP
2K1S
2GE4
2F1V
1OAP
3S06
3S0W
6QVP
6IKI
6IKJ
